text,isConcert
useless id  тараканы  among other zeros and ones   две группы две страны два языка но дружба и творческое мышление едины российская группа тараканы и израильские панкрокеры useless id представляют совместный сплитальбом among other zeros and ones в котором исполнили песни друг друга на русском и английском языках    itunes httpsapplecoinar   google play httpsgooglcynyr   boom httpsvkccyccm     заказать cd  винил httpssoundrelizcompreordertarakanyuselessid,0
в послужном списке anacondaz значатся пять долгоиграющих пластинок один миниальбом и несколько десятков клипов заслуженно набирающих миллионные просмотры на youtube за неполные десять сценических лет группа дала уже несколько сотен концертов в россии и ближнем зарубежье     ноября в московском клубе adrenaline stadium состоится презентация нового альбома группы anacondaz    onlineзаказ билетов httpsvkccvug,0
anacondaz pauzerncrew anacondazplaylist  начнм эту неделю с нашей новой постоянной рубки плейлист участника anacondaz вместе с артмом хоревым и подборкой огненных треков  никогда не слушайте коммерческое мейнстримовое музло ищите психов фриков и гениев во всех уголках мира,0
в эти тревожные дни когда роскомнадзор выходит на свою кровавую охоту всем нам невинным любителям стикеров с кабанчиком стоит держаться вместе например на этом телеграмканале  httpstmeanacondazofficial  пожалуй последнее пристанище в телеграме где до сих пор не торгуют наркотиками и не планируют теракты,0
политика чья политика не наша  с,0
в этом видео зашифровано туровое расписание anacondaz на  год  если долго и внимательно его смотреть можно обнаружить свой город,1
с днем космонавтики стражи галактики  апреля гагарин денькосмонавтики,0
друзья будьте внимательны убедитесь что плейлисты с нашими альбомами уже добавлены к вам на страницу ведь иначе у людей которые заглядывают в ваши аудиозаписи может сложиться о вас превратное мнение  и вот кому спрашивается нужно это недопонимание    смачные ништяки  vkcomaudiozaudioplaylist   дети и радуга  vkcomaudiozaudioplaylist   без паники  vkcomaudiozaudioplaylist   байки инсайдера  vkcomaudiozaudioplaylist   выходи за меня  vkcomaudiozaudioplaylist,0
 ноября в московском клубе adrenaline stadium состоится презентация нового альбома группы anacondaz   билеты в продаже в кассах и на сайтах   httpsvkccvug  httpsanacondazru   осенью  года флагманы российской альтернативной сцены отправятся в свой очередной масштабный тур на этот раз  в поддержку нового шестого по счету альбома в последний день золотой поры астраханские рэпгерои предстанут перед столичной публикой с обновленной программой,1
anacondaz  чего ради тур   презентации нового альбома  ноября  москва stadium  декабря  санктпетербург a  больше городов httpsanacondazru следите за обновлениями список городов будет дополняться,1
апрель пришел все тает и течет но оглянуться не успеешь и за окном декабрь  презентации нового альбома    ноября  москва adrenaline stadium    декабря  санктпетербург a green concert  билеты уже в продаже на anacondazru anacondaz adrenalinestadium agreenconcert,1
наши питерские друзья и коллеги animal джаz разродились прекрасным новым альбомом счастье     itunes httpbitlyanimaljazzhappinessitunes   google play httpbitlyanimaljazzhappinessgoogle  но прежде чем бежать его слушать от начала до конца освежим в памяти нашу совместочку двое с альбома шаг вдох трибьют  animalджаz anacondaz счастье,0
сегодня развлекаемся в миассе на russian freestyle games  наш сет начнется в  по местному времени  rfg miassangeles,0
теперь ты знаешь не только кто он но и где он   itunes store vkccqwo   apple music vkccrwz   google play vkccqwao   spotify vkccrvd   deezer vkccrrhky   boom vkccrwta   soundcloud vkccrvmk   яндексмузыка vkccqwo,0
anacondaz  ты знаешь кто он new single     itunes store vkccqwo   google play vkccqwao   яндексмузыка vkccqwo  презентации нового альбома    ноября  москва stadium    декабря  санктпетербург a,0
новый клип anacondaz  это наверное лучшее предвыборное видео эвер осторожно оно может оскорбить ваши чувства  обсудим httptheflowruvideosanacondazzhaeshktoon,0
anacondaz  ты знаешь кто он official music video  мир придет на землю тогда когда люди будут больше иметь дело друг с другом и меньше с государством мэтт ридли эволюция всего  тур httpsanacondazru,0
russian freestyle games by happy hour camp дарит вам возможность выиграть целый викенд на двоих приходящийся на russian freestyle games   но мы не ограничились одним призом так победители занявшие  ые места получат карту участника лагеря а   ые места станут счастливыми обладателями билетов на russian freestyle games  показать полностью,0
скоро,0
russian freestyle games   марта в миассе  билеты httpschelkassirru  rfg miassangeles,1
сегодня nintendo впервые отмечает в россии международный день марио  поднимем же за нашего героя бокалы с детским шампанским и закусим грибочками малосольными  marday,0
гой еси noize mc  горячо поздравляем с днем рождения нашего старинного друга ивана алексеева,0
сегодня мы решили без какогото определенного повода поздравить всех милых дам которые останавливают коней на скаку заходят в горящие избы и пробиваются в самые первые ряды на наших концертах ,0
сегодня последний день когда вы можете воспользоваться специальной праздничной скидкой  на товары заказанные на нашем сайте  httpsanacondazrutourproducts  скидка не распространяется на паузернкарнавальный мерч  доставка заказов осуществляется по всему миру,0
немного фотокарточек с эксклюзивного акустического концерта который мы провели  марта для участников нашего закрытого паузернклуба   наргиза тохтасунова,1
 ноября в adrenalinestadium состоится презентация нового альбома группы anacondaz    подробности httpsvkcomanacondazstadium   осенью  года флагманы российской альтернативной сцены отправятся в свой очередной масштабный тур на этот раз  в поддержку нового шестого по счету альбома в последний день золотой поры астраханские рэпгерои предстанут перед столичной публикой с обновленной программой  показать полностью,1
в  мск начнем трансляцию с нашей секретной акустики в инстаграме  httpswwwinstagramcomrapanacondaz  будьте начеку,1
завтра  марта в нашем инстаграме состоится прямая трансляция закрытого акустического концерта для членов нашего паузернклуба  начинаем в  по москве  подписывайтесь прямо сейчас чтобы не пропустить самое интересное  httpswwwinstagramcomrapanacondaz,1
всем арбузноосетровый салам   сегодня мы бы хотели поделиться с вами отличной историей про наш родной город астрахань   наш друг глеб написал дерзкую статью в которой не без доли юмора рассказал все что нужно знать если вас вдруг занест в наши суровые края  httpstjournalruastrahan  фото глеб никифоров валерий маслов,0
зимавсегда и anacondaz   я всегда любил хипхоп а с треками и в последствии самими anacondaz меня познакомил мой друг владимир кочетков он как и сами анаконды из астрахани оказалось что парни знают зимавсегда и не прочь сделать совместный трек мне они тоже очень понравились теперь я их фанат они мне кстати еще бейсболку торчат так что я думаю одним треком дело не ограничится  евгений кубынин для eatmusic  zimavsegdaru,0
 марта обеспечим культурную программу на фестивале russian freestyle games  крупнейших международных соревнованиях по лыжному и сноуборд фристайлу город миасс горнолыжный курорт солнечная долина  билеты уже в продаже httpschelkassirru  rfg miassangeles,1
а какие ваши любимые панкрок композиции ,0
всем привет пришла весна но в отличие от давних пророчеств почки если набухли то снег пока не растаял а скорее всего что и печень тоже барахлит   напомним что по итогам прошлогоднего голосования в топ отечественных релизов  по версии нашего паблика на ое место попала группа anacondaz с альбомом выходи за меня казалось бы где паузернрэп и где interesting punk показать полностью,0
наш товарищ олег асса поработал в mcdonalds чтобы рассказать насколько это круто  скорее бегите смотреть а потом в отдел кадров насамомделенет,1
в бурятской мэрии сегодня с самого утра приятная суматоха все готовятся к большому государственному празднику дню рождения тимура есетова  от души поздравляем легенду паузернбитмейкинга и призываем вас забомбить этот пост своими ликующими комментариями,0
в честь годовщины со дня релиза альбома выходи за меня вспомним все клипы и видео на песни с этой пластинки  сннс  youtubejvuncqfa чего ради  youtuberwgvlwii бдсм  youtubehmphtbeslq ангел  youtubelslfeetje ненавижу  youtubenbrprnjy хаос  youtubewasxotqfk поезда  youtubevscutbznqu,0
ровно год назад явился миру наш альбом выходи за меня    itunes applecokrmcjj   google play googlgst   яндексмузыка googlkstm  а вот как будет назван следующий шестой альбом мы пока не знаем но даты его презентации уже перед вами    ноября  москва adrenaline stadium    декабря  санктпетербург a green concert,0
 декабря в питерском клубе a green concert состоится презентация нового альбома группы anacondaz билеты уже в продаже  googlsxckq anacondazru осенью  года флагманы российской альтернативной сцены отправятся в свой очередной масштабный тур на этот раз  в поддержку нового шестого по счету альбома уже в начале зимы астраханские рэпгерои доберутся с обновленной программой и до северной столицы показать полностью,1
праздничная акция в интернетмагазине anacondaz  с  февраля по  марта включительно при оформлении заказа на anacondazrutourproducts вы получите  скидку напомним что доставка наших ништяков осуществляется по всему миру  акция не распространяется на товары идущие в комплекте с билетами а также на новогодний мерч футболки и свитшоты pauzern carnival которых на складе осталось считанные единицы,0
 ноября в московском клубе adrenaline stadium состоится презентация нового альбома группы anacondaz    подробности httpsvkcomanacondazstadium  билеты в продаже в кассах и на сайтах  httpsvkccingl  httpsanacondazru  осенью  года флагманы российской альтернативной сцены отправятся в свой очередной масштабный тур на этот раз  в поддержку нового шестого по счету альбома в последний день золотой поры астраханские рэпгерои предстанут перед столичной публикой с обновленной программой,1
а как вам сексуальный кавер от ярослава чеботарева,0
anacondaz презентация нового альбома осень      ноября  москва adrenaline stadium    декабря  санктпетербург a green concert  билеты уже в продаже на anacondazru  anacondaz adrenalinestadium agreenconcert,1
валентинка деньвлюбленных вместенавсегда,0
валентинка деньвлюбленных пылкимсердцам,0
валентинка деньвлюбленных второйполовинке,0
кто еще не заценил альтернативную версию песни хаос с нового альбома артма пивоварова стихия огня исправляемся    itunes vkccmgvy   google play vkccmzaob   яндексмузыка vkccqfpj,0
сразу два наших клипа практически одновременно взяли новую для anacondaz вершину на ютубе теперь на счетчиках к видео мама я люблю и спаси но не сохраняй по    ваших драгоценных просмотров  к этой же отметке горделиво подлетает и наш беспечный ангел  пламенные спасибевичи всем подписчикам канала httpsyoutubecomrapanacondazsubconfirmation,0
московский pauzernкарнавал в свежем видосике дениса морозова  pauzerncarnival arbathall арбатхолл,0
новогодние комбонаборы в нашем паузерншопе действительны до  января включительно доставка по всему миру    винил  свитшот pauzern carnival httpsvkccbcecw   винил  футболка pauzern carnival httpsvkccbcf   винил  футболка pauzern carnival black httpsvkccbcfon  полный ассортимент нашего магазина httpsanacondazrutourproducts,0
пока наша программа находится на зимних каникулах весь январь мы вспоминаем самые яркие музыкальные номера за прошедший  год   anacondaz  поезда  вся музыка tvrushowsvecherniyurgantmuzyka  музыкаvecherniyurgant,0
еще один летний фестивальный анонс yletaй   июля ижевск курорт активного отдыха нечкино  подробности и билеты httpuletayfestru  ижевск izhevsk удмуртия нечкино,1
с сегодняшнего дня в нашем интернетмагазине anacondazrutourproducts действует бесплатная доставка на следующие товары    свитшот pauzern carnival  httpsvkcccvhyw   футболка pauzern carnival  httpsvkcccvifo   футболка pauzern carnival black  httpsvkcccvhpv  их тираж уже подходит к концу так что это ваша последняя возможность нарядиться в паузернкарнавальный мерч  обратите внимание на то что бесплатная доставка невозможна при наличии в корзине любых других лотов кроме этих трех также она не действует при заказе комбонаборов с виниловой пластинкой,0
ортм когда я стану миллиардером  вход на концерт anacondaz для всех в любом месте будет бесплатным  httppunxloveruinterviewsanacondazu,0
сергей карамушкин  ум рот и совесть ансамбля anacondaz  празднует сегодня свой день рождения  неистово поздравляем сегу всеми своими интернетами,0
пока еще не все соцсети рассорились и заблокировали ссылки друг на дружку напомним свои адреса и явки в каждой из них милости просим  фолловьте джойнитесь ну и если здоровье позволяет сабскрайбтесь  youtubecomrapanacondaz  кинематографичный ютуб instagramcomrapanacondaz  сексуальный инстаграм tmeanacondazofficial  конспиративный телеграм twittercomrapanacondaz  глубокомысленный твиттер facebookcomrapanacondaz  фейсбук западного образца,0
традиционно солнечный питерский pauzernкарнавал в фотокарточках михаила козлова  января aurora concert hall  pauzerncarnival солнечныйпитер auroraconcerthall,0
комбонаборы по выгодным ценам на anacondazru  винил  свитшот pauzern carnival httpsvkccbcecw винил  футболка pauzern carnival httpsvkccbcf винил  футболка pauzern carnival black httpsvkccbcfon  весь ассортимент нашего магазина httpsanacondazrutourproducts,0
 января в arbat hall прошел традиционный ежегодный pauzernкарнавал группы anacondaz лучшие представители отечественной альтернативной рэпсцены устроили форменное безумие под сводами площадки учинив тотальный разнос своими треками на танцполе слэм файершоу киловатты звука и света  все производные настоящего рейва были собраны в этот вечер воедино и явили собой мощнейший перфоманс легендарного коллектива  как это было  в отчете ниже фото alpacaagency   arbathall anacondaz pauzerncarnival,1
секс наркотики и плохие шутки страх и отвращение в сочи  вся изнанка жизни веселых и находчивых ноунеймов на пути к юлию гусману и всенародному признанию  в художественном фильме квнщики   съемки этой полнометражной картины проходили на сочинском фестивале квн без разрешения организаторов которые не знали об участии фейковой команды состоящей из актеров фильма в саундтрек вошло сразу несколько наших песен с альбома выходи за меня,0
сегодня вечером прокачиваем петербург и встречаем вместе с ним старый новый год в своих лучших pauzernкарнавальных традициях  незабываемое музыкальнокостюмированное шоу стартует в aurora concert hall с акустического сета проекта rock privet в   билеты httpsanacondazruanacondazinspbhall  pauzerncarnival rockprivet auroraconcerthall,1
завтрашний наш pauzernкарнавал в санктпетербурге также не обойдется без акустического саппорта от rock privet   января aurora concert hall начало в   билеты httpsanacondazruanacondazinspbhall  pauzerncarnival rockprivet auroraconcerthall,1
тамань  еще один летний фестиваль в котором мы примем участие в наступившем году  августа поселок веселовка на берегу черного моря  абонементы уже в продаже httpbiletarueventsconcertstaman,1
атмосферный репортаж из эпицентра нашего осеннего концерта в a  httpsyoutubeeifdsyqw  спасибо льву pauzern crew и солнечному питеру с которым мы вновь встретимся уже  января httpsanacondazruanacondazinspbhall,0
в нашем интернетмагазине теперь есть возможность самовывоза товаров  если вы находитесь в москве то каждый будний день с  до  можете забрать свои ништяки самостоятельно  адрес пункта выдачи будет доступен после оформления заказа  httpsanacondazrutourproducts,0
московский pauzernкарнавал в фотообъективе юлии рванцевой  на очереди питер концерт в авроре уже в субботу  января  pauzerncarnival arbathall арбатхолл,0
 января | anacondaz | pauzernкарнавал в спб   января anacondaz ждт всех ценителей грязного южного рэпа в питере в клубе aurora concert hall для мощнейших танцев и недетского отрыва по сложившейся традиции все музыканты в этот вечер предстанут в неожиданных новогодних образах не отставай и ты от своих кумиров доставай с антресолей костюм йети робин гуда или зубной феи и пригоняй на pauzernкарнавал  уникальная концертная программа и неповторимая атмосфера которой славятся выступления anacondaz будет приправлена новогодними ништяками и полюбившимися всем хитами пропускать категорически запрещено концертов будет ещ много а pauzernкарнавал только раз в году   января клуб aurora concert hall санктпетербург билеты vkccmqkzy и на сайте anacondazru,1
pauzernкарнавал в москве  уже сегодня в клубе arbat hall  собирайте свои постновогодние кости надевайте на них карнавальные шмотки и приходите получать удовольствие приветствуются самые необычные наряды но если таковых у вас нет можете обратить свое внимание на новую зимнюю линейку нашего паузернмерча  концерт откроет акустический сет от rock privet  начало в   билеты httpsponominalurueventanacondazpromoteancndz arbathall арбатхолл pauzerncarnival,1
внимание не покупайте билеты с рук слишком много мошенников   каждый билет имеет уникальный штрихкод   последние билеты бумажные в магазине зигзаг рядом с м китайгород по суперцене  руб,1
сегодня наш первый концерт в  году  сочи мкк роза холл открытие фестиваля livefest  подробности и билеты  httpsrosahallcomeventslivefeststart  сочи sochi розахутор розахолл,1
друзья как и обещали рассказываем вам про сопутствующие фестивалю события и сообщаем интересные подробности   на территории олимпийской деревни расположенной на втором уровне плато роза хутор будет функционировать popup студия в которой известный журналист и музыкальный критик борис барабанов будет общаться с вашими любимыми артистами любой желающий сможет прийти послушать и посмотреть на это  показать полностью,1
музыкальные итоги минувшего года от дарьи милк  httpsyoutubebvudecb  не без нашего участия,0
 января  сочи  роза хутор livefest билеты httpsrosahallcomeventslivefeststart   января  москва  arbat hall pauzernкарнавал билеты httpsanacondazruanacondazinmoscowhall   января  питер  aurora hall pauzernкарнавал билеты httpsanacondazruanacondazinspbhall,0
 год   альбом   клипов   концертов   год  то же самое только громче ярче крепче  с наступающим,0
уже хорошо знакомый вам каверпроект rock privet откроет своим акустическим сетом наш новогодний pauzernкарнавал в столице   января  москва  arbat hall  билеты httpsanacondazruanacondazinmoscowhall  arbathall арбатхолл pauzerncarnival,1
первый из трех и одновременно последний pauzernкарнавал в этом году состоится сегодня в серпухове  клуб korston сбор гостей в  билеты httpswwwkorstonruserpukhovnews  облачайтесь в свои самые сумасшедшие наряды и приходите провожать й в лучших паузернтрадициях группы anacondaz если специального костюма к карнавалу вы так и не подготовили не расстраивайтесь на концерте можно будет приодеться в наш сексуальный новогодний мерчендайз  серпухов корстон pauzerncarnival,1
стиль стб паузэрнрэп  что тут еще говорить это anacondaz и вс то что мы в них так любим в одном флаконе под названием выходи за меня  классных треков с интересной моралью которые способны поднять настроение из любого дна и настроить на злобнонасмешливый лад четыре клипа  каждый со своим крутым концептом стилем и задумкой   да вы и сами вс знаете давайте просто насладимся шикарным альбомом и их последним клипом  adminweekiheartnine,0
заключительный выпуск программы учитесь слышать в этом году стартует в эфире радио maximum прямо сейчас  в гостях как нетрудно догадаться мы  онлайнтрансляция httpmaximumru,0
сега и ортм в первом выпуске нового сезона шоу чтото здесь не так  httpsyoutubeyciwlrvlo  горячая премьера от создателей блокбастера узнать за  секунд,0
последний концерт anacondaz в уходящем году pauzernкарнавал в серпухове  декабря korston  билеты httpsanacondazruanacondazinpauzernkarnavalhall  билеты со скидкой всего  штук по  рублей  только сегодня с  до  и только на сайте korston httpswwwkorstonruserpukhov  серпухов корстон pauzerncarnival,1
всем привет   ежели у вас душа лежит к составлению всякого рода топов и списков и вы черпаете инфу о мире музыки с the flow то по ссылке вы можете проголосовать за нас в различных номинациях   лучший альбом  лучший рокинди релиз  лучший артист года  httptheflowrunewsvoteordie,0
в разделе товары сайта anacondazru случилось тотальное обновление мерча спешите прицениться к нашей новогодней коллекции выпущенной специально к грядущим pauzernкарнавалам  если помимо футболки или свитшота вы хотите урвать себе еще и виниловую пластинку выходи за меня для вас предусмотрены комбонаборы по более выгодным ценам httpsanacondazrutourproducts  вся актуальная линейка мерча будет также доступна на концертах    декабря  серпухов korston  билеты vkccogjbq  января  москва arbat hall  билеты vkcchaer  января  питер aurora hall  билеты vkccikuz,0
 ноября в клубе главclub green concert прошло большое выступление группы anacondaz мы проникли на бэкстейдж и подготовили для вас видеоинтервью в котором музыканты подробно рассказали о том какое оборудование roland и boss они используют на сцене поклонники творчества группы а так же музыканты которые заинтересованны в качественном саунде несомненно найдут для себя много интересного в этом ролике  этим видео мы открываем цикл интервью с артистами roland и boss которые будем снимать во время саундчеков и подготовок к концертам  приятного просмотра roland rolandbackstage,0
pauzernкарнавалы    января  москва arbat hall  января  питер aurora hall  билеты  мерч httpsanacondazru,0
хай всем кто планирует посетить pauzernkарнавал  в москве место где пройдет концерт абсолютно новое зато в самом центре и недалеко от метро arbathall представляет собой обычную концертную площадку с удобным входом и вместительным випбалконом билеты можно купить ежедневно в кассе клуба с  до   а также здесь httpwwwconcertrueventactionid,1
еще немножко ненависти в бэкстейдже со съемок клипа от kinoarenda  anacondaz kinoarenda production,0
а здесь читатели афиши выбирают лучший русскоязычный альбом  года  httpsdailyafisharumusicchitateliafishiv ну вы знаете какой,0
новый клип anacondaz почти не отличить от фильма перестрелка  года,0
anacondaz  ненавижу video edit    itunes store httpsvkccuwqxz   apple music httpsvkccuwrf   google play httpsvkccuwrfb  если вы както умудрились пропустить клип то вам сюда httpsyoutubenbrprnjy,0
хорошая новость,0
премьера нового клипа anacondaz ненавижу,0
долгожданное обновление нашей мерчколлекции  лютейшая футболка по мотивам песни смотри на меня уже доступна для заказа на официальном сайте группы  httpsanacondazrufutbolkasmotrinamenjahall  встречайте новый год в новом pauzernодеянии,0
anacondaz  ненавижу official music video  наши pauzernкарнавалы    серпухов korston   москва arbat hall   питер aurora hall билеты anacondazru  anacondaz ненавижу,0
телеканал mtv россия отобрал  главных рэпартистов года и теперь с помощью зрительского голосования определяет самых востребованных  httpwwwmtvrurapgalaxy  предлагаем вам далеко не ходить и проголосовать за первый же вариант в списке претендентов благо они расположены в алфавитном порядке   мы ни на что не намекаем но делать это можно каждые пять минут,0
ребята из проекта rock privet сделали кавер на нашу песню спаси но не сохраняй в стиле группы pod  инджой маза фака,0
москва скорей слетайся в лужники на фестиваль winter games  наш выход на сцену в   а ваш вход  свободный  лужники москва luzhnikifree wintergames,1
vsem rap privet ,0
выпуск   это rock privet и anacondaz ,0
не упусти последнюю возможность купить билет по ссылке за  рублей httpsponominalurueventanacondazpromoteancndz  с понедельника цена возрастет до  р как и в остальных онлайнкассах httpwwwconcertrueventactionid httpsredkassarueventsbiletynaconcertanaconda httpsmskkassirrukoncertarbathallanacondazp httpsbiletmarketrueventsanacondazbilety httpwwwparterruanacondazpauzerncarnivalмосква,1
в сочи на этих новогодних праздниках будет чем заняться особенно  января  подробности и билеты  httpsrosahallcomeventslivefeststart  сочи sochi розахутор розахолл,1
на anacondazru стартовала новогодняя распродажа цена на футболки мотоципл и pauzern rangers снижена до  рублей  это последняя возможность приобрести майки с данными принтами их тираж уже подходит к концу не провороньте  httpsanacondazrufutbolkamototsiplhall httpsanacondazrufutbolkapauzernrangershall,0
 января | anacondaz | pauzernкарнавал в спб   января anacondaz ждт всех ценителей грязного южного рэпа в питере в клубе aurora concert hall для мощнейших танцев и недетского отрыва по сложившейся традиции все музыканты в этот вечер предстанут в неожиданных новогодних образах не отставай и ты от своих кумиров доставай с антресолей костюм йети робин гуда или зубной феи и пригоняй на pauzernкарнавал  уникальная концертная программа и неповторимая атмосфера которой славятся выступления anacondaz будет приправлена новогодними ништяками и полюбившимися всем хитами пропускать категорически запрещено концертов будет ещ много а pauzernкарнавал только раз в году   января клуб aurora concert hall санктпетербург билеты vkccmqkzy и на сайте anacondazru,1
winter games в лужниках  в эту субботу  начало фестиваля в  вход свободный,1
розыгрыш билетов на концерт группы anacondaz  для участия нужно   вступить во встречу концерта  сделать репост этого поста себе на страницу показать полностью,1
сегодня день рождения у бессменного басгитариста anacondaz гения низких частот и высоких помыслов евгения форманенко  если вы живете в белгороде то можете лично поздравить женю на концерте в клубе soda который начнется уже в ,0
круглый год тут ветер и мороз тут авитаминоз и под снегом не видать берез ооооо медведи на велосипеде шапка  ушанка водка радуга дети    декабря лужники winter games  начало в  вход свободный лужники москва luzhnikifree wintergames,1
привет белгород  уже в субботу безобразничаем в клубе soda  билетов осталось всего ничего httpsanacondazruanacondazinbelgorodhall  белгород belgorod бгд,1
похудеть  да будет так ер   itunes httpsgooglryrh  карма над головой должна быть чище хоть сам ты и по уши в дерьме  похуdеть pohudeti астрахань,0
готовь сани летом а к доброфесту готовься зимой  подробности и билеты httpsdobrofestinfo,1
москва концерт по заявкам раскрутейший фоторепортаж юлии рванцевой,1
москва в новом году ни в коем случае не обойдется без нашего традиционного pauzernкарнавала  весело отмечаем нг просыпаемся к вечеру  января наряжаемся в заранее приготовленные костюмы и дружно отправляемся в arbat hall  подробности события httpsvkcomanacondaz  билеты уже в продаже httpsanacondazruanacondazinmoscowhall httpsponominalurueventanacondazpromoteancndz anacondaz pauzerncarnival pauzernкарнавал,1
вопреки содержанию афиши мы не играем тут настроениехит,0
сегодня будет очень душевно и круто,0
друзья не можем тянуть с этой новостью и с удовольствием объявляем специальных гостей нашего концерта в stadium  встречайте  группа anacondaz отцы pauzernрэпа и участники проекта шаг вдох трибьют   декабря мы пригласили ребят в свой личный ривенделл чтобы вместе войти в историю ну или хотя бы в ваши сториз  билеты на концерт vkccwucbj,1
альтернативная версия хаоса на новом альбоме артма пивоварова  стихия огня уже в сети рекомендуем   itunes vkccmgvy   google play vkccmzaob   яндексмузыка vkccqfpj,0
всем пламенный салют  вчера прямо во время нашего выступления администрация московского главклуба выключила звук сорвав тем самым концерт клуб мотивировал свои действия соображениями безопасности на танцполе зрители использовали пиротехнику  стробоскопы  мы же уверены что выключение звука  это не необходимость а самодурство свинство и показуха  показать полностью,1
видео о том как мы ходили на радио httpsyoutubeeisbpdo  для всех кто пропустил наш эфир в программе улица правды на москва fm,0
возрадуйтесь москвичи и гости столицы  сегодня в главclub green concert состоится большой концерт по вашим заявкам готовы услышать все свои любимые хиты которые вы сами для нас отобрали с помощью голосования  вход в клуб с  начало концерта в  специальные гости группа тплые дни  билеты httpsanacondazruanacondazinmoscowhall,1
немного фоток из солнечного питера бэкстейдж со съемок клипа двое  by daria milk,0
виниловую пластинку выходи за меня теперь можно приобрести не только на anacondazru и нашем ближайшем московском концерте  ноября главclub но и в специализированном интернетмагазине maximum vinyl  каждому покупателю магазин обещает приятный бонус httpsvkccpcfdh,0
альбом anacondaz выходи за меня увидел свет  февраля  года и  дней удерживал первую строчку общего чарта itunes концерты в поддержку нового релиза прошли более чем в  городах россии столичная презентация пластинки состоялась в апреле в клубе stadium и собрала рекордную для группы аудиторию  более  человек   а уже  ноября в московском главclub green concert виа anacondaz выступят с большим сольным концертом по заявкам поклонников    приобретайте билеты заранее httpsvkccbiq,0
мама я на радио,0
группа тплые дни  специальные гости концерта anacondaz в главклубе  не пропустите их открывающий сет в этот четверг  ноября  httpsanacondazruanacondazinmoscowhall,1
сегодня в  гостим у бориса болелова и виджея чака на москва fm  слушайте программу улица правды на частоте  fm   онлайнтрансляция httpwwwmosfmcom,1
ближайшие концерты   ноября  москва  главclub  билеты vkcchaer  декабря  белгород  soda  билеты vkccikw  pauzernкарнавал   декабря  серпухов  korston  билеты vkccogjbq  января  санктпетербург  aurora  билеты vkccikuz,1
не прозевай наш концерт дорогой мурманск  клуб soda вход с  начало в  билеты httpsanacondazruanacondazinmurmanskhall  расписание тура выходизаменя httpsanacondazru  мурманск murmansk заполярье,1
релиз альбома без паники состоялся начале  года третья полноформатная пластинка anacondaz была тепло встречена как аудиторией так и критикой отмечалось чувство юмора небанальность а также фирменный синтез раздолбайства и высказываний о главном  песни альбома без паники за которые было отдано наибольшее количество ваших голосов уже  ноября прозвучат концерте виа anacondaz в столичном главclub green concert   билеты online httpsvkccbiq  заказ по телефону   ,0
в честь черной пятницы интернетмагазин группы anacondaz объявляет скидку  на все товары   httpsanacondazrutourproducts  срок действия акции с   до   самое время смотреть прицениваться  чернаяпятница blackfriday,0
anacondaz feat animal джаz  двое official music video   погуляли по солнечному питеру навестили друзей сняли видос     anacondaz москва главclub показать полностью,0
как дела за полярным кругом  узнаем уже в эту субботу   ноября  мурманск  soda  билеты httpsanacondazruanacondazinmurmanskhall  мурманск murmansk заполярье,1
anacondaz  pauzernкарнавал  декабря серпухов korston club   серость дней достала забав мало группа anacondaz знает как развеять скуку и согреться в промозглый зимний вечер вот уже третий год подряд астраханские рейнджеры закатывают оголтелый pauzernкарнавал показать полностью,0
до грандиозного концерта по вашим заявкам который пройдет в московском главклубе осталось какихто  дней  билеты тают на глазах так что советуем не мешкать httpsanacondazruanacondazinmoscowhall,1
трек двое вышел в составе трибьютальбома шаг вдох  песен animal джаz в переосмыслении шестнадцати разных групп и исполнителей    itunes httpsvkccmrfr   google play httpsvkccmltd   яндексмузыка httpsvkccmrhdm,0
архангельск готов  встречаемся сегодня в клубе m в  билеты httpnorthernsoundrueventsanacondazm  расписание тура выходизаменя httpsanacondazru  архангельск arkhangelsk,1
корпорация pmi представляет anacondaz  pauzernкарнавал   января  г  aurora concert hall первые  билетов по  руб vkccmqkzy фирменные билеты на anacondazru  показать полностью,1
внимание солнечный питер  только что они отыграли сольный концерт в а green concert а уже завтра споют вместе с animal джаz встречайте anacondaz  специальные гости нашего концерта посвященного летию альбома шаг вдох  наш животный джазбэнд и званые гости в родном петербурге  осталось меньше суток последние билеты ещ ждут вас здесь muzbiletruevent  фото дарья потапенкова,1
ну здравствуй солнечный питер будем сегодня развлекать друг друга в a green concert  вход открыт с  билеты пока еще доступны на  httpnorthernsoundrueventsanacondaza  расписание тура выходизаменя httpsanacondazru  санктпетербург питер спб,1
друзья к сожалению вынуждены сообщить что концерт anacondaz  ноября в пскове отменяется по причинам не зависящим ни от артистов ни от организаторов   порядок возврата денег за билеты будет озвучен завтра,1
питер уже в четверг   ноября хулиганская банда anacondaz вернтся в северную столицу с мощнейшим концертом в a green сoncert прозвучат все хиты с недавно вышедшего альбома выходи за меня и лучшие боевики с прошлых релизов куражить подано господа   в предпродаже билеты всегда дешевле чем в день концерта поэтому лучше брать их заранее  а на сайте организатора тикеты ещ и без наценки  vkcclkdai,1
 ноября  великий день друзья  ведь он подарил миру илью погребняка гитариста группы anacondaz и выдающегося паузернкомпозитора современности  поздравляем нашего бешеного пса в многочисленных комментариях,1
арт бу евгений горб,0
